文字	面区点	水準	Unicode	UTF16
牕	1-87-68	第3水準	U+7255	0x7255
牖	1-87-69	第3水準	U+7256	0x7256
牗	2-80-17	第4水準	U+7257	0x7257
牣	2-80-18	第4水準	U+7263	0x7263
牮	2-80-20	第4水準	U+726E	0x726E
牯	2-80-21	第4水準	U+726F	0x726F
牸	2-80-22	第4水準	U+7278	0x7278
牿	2-80-23	第4水準	U+727F	0x727F
犍	1-87-71	第3水準	U+728D	0x728D
犎	2-80-24	第4水準	U+728E	0x728E
犛	1-87-72	第3水準	U+729B	0x729B
犭	2-80-26	第4水準	U+72AD	0x72AD
犮	2-80-27	第4水準	U+72AE	0x72AE
犰	2-80-28	第4水準	U+72B0	0x72B0
狀	1-87-74	第3水準	U+72C0	0x72C0
狁	2-80-30	第4水準	U+72C1	0x72C1
狌	2-80-32	第4水準	U+72CC	0x72CC
狳	2-80-35	第4水準	U+72F3	0x72F3
狺	2-80-36	第4水準	U+72FA	0x72FA
狻	1-87-75	第3水準	U+72FB	0x72FB
猇	2-80-37	第4水準	U+7307	0x7307
猒	2-80-38	第4水準	U+7312	0x7312
猘	2-80-39	第4水準	U+7318	0x7318
猙	2-80-40	第4水準	U+7319	0x7319
猧	1-87-77	第3水準	U+7327	0x7327
猨	1-87-78	第3水準	U+7328	0x7328
猬	2-80-43	第4水準	U+732C	0x732C
猱	2-80-44	第4水準	U+7331	0x7331
猳	2-80-45	第4水準	U+7333	0x7333
猹	2-80-42	第4水準	U+7339	0x7339
猽	2-80-46	第4水準	U+733D	0x733D
獐	1-87-80	第3水準	U+7350	0x7350
獒	2-80-47	第4水準	U+7352	0x7352
獦	1-87-81	第3水準	U+7366	0x7366
獫	2-80-49	第4水準	U+736B	0x736B
獬	2-80-50	第4水準	U+736C	0x736C
獮	2-80-52	第4水準	U+736E	0x736E
獯	2-80-53	第4水準	U+736F	0x736F
獱	2-80-54	第4水準	U+7371	0x7371
獼	1-87-82	第3水準	U+737C	0x737C
玁	2-80-56	第4水準	U+7381	0x7381
玅	2-80-57	第4水準	U+7385	0x7385
玊	2-80-58	第4水準	U+738A	0x738A
玔	2-80-59	第4水準	U+7394	0x7394
玕	1-87-83	第3水準	U+7395	0x7395
玘	2-80-60	第4水準	U+7398	0x7398
玜	2-80-61	第4水準	U+739C	0x739C
玞	2-80-62	第4水準	U+739E	0x739E
玟	1-87-84	第3水準	U+739F	0x739F
玠	1-87-85	第3水準	U+73A0	0x73A0
玢	1-87-86	第3水準	U+73A2	0x73A2
玥	2-80-63	第4水準	U+73A5	0x73A5
玦	1-87-87	第3水準	U+73A6	0x73A6
玨	2-80-64	第4水準	U+73A8	0x73A8
玫	1-87-88	第3水準	U+73AB	0x73AB
玵	2-80-65	第4水準	U+73B5	0x73B5
玷	2-80-66	第4水準	U+73B7	0x73B7
玹	2-80-67	第4水準	U+73B9	0x73B9
玼	2-80-68	第4水準	U+73BC	0x73BC
玿	2-80-69	第4水準	U+73BF	0x73BF
珅	2-80-70	第4水準	U+73C5	0x73C5
珋	2-80-71	第4水準	U+73CB	0x73CB
珏	1-87-90	第3水準	U+73CF	0x73CF
珙	1-87-92	第3水準	U+73D9	0x73D9
珡	2-80-72	第4水準	U+73E1	0x73E1
珧	2-80-73	第4水準	U+73E7	0x73E7
珩	1-87-94	第3水準	U+73E9	0x73E9
珹	2-80-74	第4水準	U+73F9	0x73F9
珺	2-80-76	第4水準	U+73FA	0x73FA
琁	2-80-77	第4水準	U+7401	0x7401
琊	1-88-02	第3水準	U+740A	0x740A
琓	2-80-75	第4水準	U+7413	0x7413
琚	1-88-03	第3水準	U+741A	0x741A
琛	1-88-04	第3水準	U+741B	0x741B
琢	1-88-05	第3水準	U+FA4A	0xFA4A
琤	2-80-78	第4水準	U+7424	0x7424
琨	1-88-07	第3水準	U+7428	0x7428
琫	1-88-09	第3水準	U+742B	0x742B
琬	1-88-10	第3水準	U+742C	0x742C
琯	1-88-12	第3水準	U+742F	0x742F
琰	1-88-13	第3水準	U+7430	0x7430
琱	2-80-79	第4水準	U+7431	0x7431
琹	2-80-80	第4水準	U+7439	0x7439
瑀	2-80-82	第4水準	U+7440	0x7440
瑃	2-80-83	第4水準	U+7443	0x7443
瑄	1-88-14	第3水準	U+7444	0x7444
瑆	1-88-15	第3水準	U+7446	0x7446
瑇	1-88-16	第3水準	U+7447	0x7447
瑋	1-88-17	第3水準	U+744B	0x744B
瑍	2-80-84	第4水準	U+744D	0x744D
瑒	2-80-85	第4水準	U+7452	0x7452
瑓	2-80-81	第4水準	U+7453	0x7453
瑗	1-88-18	第3水準	U+7457	0x7457
瑝	2-80-86	第4水準	U+745D	0x745D
瑫	1-88-20	第3水準	U+746B	0x746B
瑭	1-88-21	第3水準	U+746D	0x746D
瑱	2-80-87	第4水準	U+7471	0x7471
璁	2-80-88	第4水準	U+7481	0x7481
璅	2-80-89	第4水準	U+7485	0x7485
璆	1-88-22	第3水準	U+7486	0x7486
璇	1-88-23	第3水準	U+7487	0x7487
璈	2-80-90	第4水準	U+7488	0x7488
璐	1-88-29	第3水準	U+7490	0x7490
璒	2-80-92	第4水準	U+7492	0x7492
璗	2-80-93	第4水準	U+7497	0x7497
璘	1-88-25	第3水準	U+7498	0x7498
璙	2-80-94	第4水準	U+7499	0x7499
璜	1-88-26	第3水準	U+749C	0x749C
璠	2-81-01	第4水準	U+74A0	0x74A0
璡	2-81-02	第4水準	U+74A1	0x74A1
璣	1-88-28	第3水準	U+74A3	0x74A3
璥	2-81-03	第4水準	U+74A5	0x74A5
璦	1-88-30	第3水準	U+74A6	0x74A6
璨	1-88-31	第3水準	U+74A8	0x74A8
璩	1-88-32	第3水準	U+74A9	0x74A9
璪	2-81-04	第4水準	U+74AA	0x74AA
璫	2-81-05	第4水準	U+74AB	0x74AB
璵	1-88-33	第3水準	U+74B5	0x74B5
璹	2-81-06	第4水準	U+74B9	0x74B9
璺	2-81-08	第4水準	U+74BA	0x74BA
璻	2-81-07	第4水準	U+74BB	0x74BB
璿	1-88-34	第3水準	U+74BF	0x74BF
瓈	1-88-35	第3水準	U+74C8	0x74C8
瓉	1-88-36	第3水準	U+74C9	0x74C9
瓖	2-81-09	第4水準	U+74D6	0x74D6
瓘	2-81-10	第4水準	U+74D8	0x74D8
瓚	1-88-37	第3水準	U+74DA	0x74DA
瓞	2-81-11	第4水準	U+74DE	0x74DE
瓫	2-81-13	第4水準	U+74EB	0x74EB
瓯	2-81-12	第4水準	U+74EF	0x74EF
瓺	2-81-15	第4水準	U+74FA	0x74FA
瓿	1-88-38	第3水準	U+74FF	0x74FF
甗	1-88-40	第3水準	U+7517	0x7517
甠	2-81-17	第4水準	U+7520	0x7520
甤	2-81-18	第4水準	U+7524	0x7524
甪	2-81-19	第4水準	U+752A	0x752A
甽	2-81-22	第4水準	U+753D	0x753D
甾	2-81-23	第4水準	U+753E	0x753E
畀	2-81-24	第4水準	U+7540	0x7540
畈	2-81-25	第4水準	U+7548	0x7548
畎	2-81-26	第4水準	U+754E	0x754E
畐	2-81-27	第4水準	U+7550	0x7550
畒	2-81-28	第4水準	U+7552	0x7552
畬	2-81-29	第4水準	U+756C	0x756C
畱	2-81-31	第4水準	U+7571	0x7571
畲	2-81-30	第4水準	U+7572	0x7572
畹	1-88-43	第3水準	U+7579	0x7579
畺	2-81-32	第4水準	U+757A	0x757A
畽	2-81-33	第4水準	U+757D	0x757D
畾	2-81-34	第4水準	U+757E	0x757E
疁	2-81-35	第4水準	U+7581	0x7581
疌	2-81-37	第4水準	U+758C	0x758C
疒	1-88-44	第3水準	U+7592	0x7592
疢	2-81-39	第4水準	U+75A2	0x75A2
疰	2-81-41	第4水準	U+75B0	0x75B0
疷	2-81-42	第4水準	U+75B7	0x75B7
疿	2-81-43	第4水準	U+75BF	0x75BF
痀	2-81-44	第4水準	U+75C0	0x75C0
痆	2-81-45	第4水準	U+75C6	0x75C6
痎	1-88-46	第3水準	U+75CE	0x75CE
痏	2-81-46	第4水準	U+75CF	0x75CF
痓	2-81-47	第4水準	U+75D3	0x75D3
痝	2-81-48	第4水準	U+75DD	0x75DD
痟	2-81-49	第4水準	U+75DF	0x75DF
痠	2-81-50	第4水準	U+75E0	0x75E0
痤	1-88-47	第3水準	U+75E4	0x75E4
痧	2-81-51	第4水準	U+75E7	0x75E7
痬	2-81-52	第4水準	U+75EC	0x75EC
痮	2-81-53	第4水準	U+75EE	0x75EE
痱	2-81-54	第4水準	U+75F1	0x75F1
痹	2-81-55	第4水準	U+75F9	0x75F9
瘀	1-88-48	第3水準	U+7600	0x7600
瘂	1-88-49	第3水準	U+7602	0x7602
瘃	2-81-56	第4水準	U+7603	0x7603
瘇	2-81-58	第4水準	U+7607	0x7607
瘈	1-88-50	第3水準	U+7608	0x7608
瘏	2-81-59	第4水準	U+760F	0x760F
瘓	2-81-62	第4水準	U+7613	0x7613
瘕	1-88-51	第3水準	U+7615	0x7615
瘖	1-88-52	第3水準	U+7616	0x7616
瘘	2-81-57	第4水準	U+7618	0x7618
瘙	1-88-53	第3水準	U+7619	0x7619
瘛	2-81-63	第4水準	U+761B	0x761B
瘜	2-81-64	第4水準	U+761C	0x761C
瘞	1-88-54	第3水準	U+761E	0x761E
瘥	2-81-66	第4水準	U+7625	0x7625
瘦	1-94-93	第3水準	U+7626	0x7626
瘨	2-81-67	第4水準	U+7628	0x7628
瘭	1-88-55	第3水準	U+762D	0x762D
瘳	2-81-69	第4水準	U+7633	0x7633
瘵	1-88-56	第3水準	U+7635	0x7635
瘼	2-81-68	第4水準	U+763C	0x763C
癁	2-81-72	第4水準	U+7641	0x7641
癃	1-88-57	第3水準	U+7643	0x7643
癉	2-81-74	第4水準	U+7649	0x7649
癋	1-88-58	第3水準	U+764B	0x764B
癕	2-81-75	第4水準	U+7655	0x7655
癤	1-88-59	第3水準	U+7664	0x7664
癥	1-88-60	第3水準	U+7665	0x7665
癭	1-88-61	第3水準	U+766D	0x766D
癮	2-81-77	第4水準	U+766E	0x766E
癯	1-88-62	第3水準	U+766F	0x766F
癱	1-88-63	第3水準	U+7671	0x7671
皁	1-88-64	第3水準	U+7681	0x7681
皕	2-81-78	第4水準	U+7695	0x7695
皝	1-88-66	第3水準	U+769D	0x769D
皠	2-81-81	第4水準	U+76A0	0x76A0
皡	2-81-80	第4水準	U+76A1	0x76A1
皧	2-81-82	第4水準	U+76A7	0x76A7
皨	2-81-83	第4水準	U+76A8	0x76A8
皪	1-88-69	第3水準	U+76AA	0x76AA
皯	2-81-84	第4水準	U+76AF	0x76AF
皶	1-88-70	第3水準	U+76B6	0x76B6
盅	1-88-71	第3水準	U+76C5	0x76C5
盉	2-81-86	第4水準	U+76C9	0x76C9
盌	1-88-72	第3水準	U+76CC	0x76CC
盎	1-88-73	第3水準	U+76CE	0x76CE
盔	1-88-74	第3水準	U+76D4	0x76D4
盦	1-88-75	第3水準	U+76E6	0x76E6
盨	2-81-88	第4水準	U+76E8	0x76E8
盬	2-81-89	第4水準	U+76EC	0x76EC
盱	1-88-76	第3水準	U+76F1	0x76F1
盼	1-88-77	第3水準	U+76FC	0x76FC
眊	1-88-78	第3水準	U+770A	0x770A
眗	2-81-91	第4水準	U+7717	0x7717
眙	1-88-79	第3水準	U+7719	0x7719
眚	2-81-92	第4水準	U+771A	0x771A
眭	2-81-93	第4水準	U+772D	0x772D
眴	1-88-80	第3水準	U+7734	0x7734
眵	2-81-94	第4水準	U+7735	0x7735
眶	1-88-81	第3水準	U+7736	0x7736
睍	1-88-83	第3水準	U+774D	0x774D
睎	1-88-84	第3水準	U+774E	0x774E
睘	2-82-05	第4水準	U+7758	0x7758
睜	1-88-85	第3水準	U+775C	0x775C
睟	1-88-86	第3水準	U+775F	0x775F
睠	2-82-06	第4水準	U+7760	0x7760
睢	1-88-87	第3水準	U+7762	0x7762
睪	2-82-07	第4水準	U+776A	0x776A
睲	2-82-09	第4水準	U+7772	0x7772
睺	1-88-88	第3水準	U+777A	0x777A
睼	2-82-10	第4水準	U+777C	0x777C
睽	2-82-11	第4水準	U+777D	0x777D
瞀	1-88-89	第3水準	U+7780	0x7780
瞔	1-88-90	第3水準	U+7794	0x7794
瞚	2-82-14	第4水準	U+779A	0x779A
瞟	2-82-15	第4水準	U+779F	0x779F
瞢	2-82-16	第4水準	U+77A2	0x77A2
瞤	2-82-17	第4水準	U+77A4	0x77A4
瞩	2-82-18	第4水準	U+77A9	0x77A9
瞪	1-88-91	第3水準	U+77AA	0x77AA
矞	2-82-19	第4水準	U+77DE	0x77DE
矟	2-82-20	第4水準	U+77DF	0x77DF
矠	1-88-92	第3水準	U+77E0	0x77E0
矤	2-82-21	第4水準	U+77E4	0x77E4
矦	2-82-22	第4水準	U+77E6	0x77E6
矪	2-82-23	第4水準	U+77EA	0x77EA
矬	2-82-24	第4水準	U+77EC	0x77EC
矰	2-82-26	第4水準	U+77F0	0x77F0
矴	2-82-27	第4水準	U+77F4	0x77F4
矻	2-82-28	第4水準	U+77FB	0x77FB
砅	2-82-30	第4水準	U+7805	0x7805
砆	2-82-31	第4水準	U+7806	0x7806
砉	2-82-32	第4水準	U+7809	0x7809
砍	2-82-33	第4水準	U+780D	0x780D
砙	2-82-34	第4水準	U+7819	0x7819
砬	2-82-36	第4水準	U+782C	0x782C
砭	1-88-93	第3水準	U+782D	0x782D
硃	1-89-01	第3水準	U+7843	0x7843
硇	2-82-37	第4水準	U+7847	0x7847
硏	1-89-03	第3水準	U+784F	0x784F
硑	1-89-04	第3水準	U+7851	0x7851
硨	1-89-05	第3水準	U+7868	0x7868
硪	2-82-39	第4水準	U+786A	0x786A
确	1-89-06	第3水準	U+786E	0x786E
碊	2-82-41	第4水準	U+788A	0x788A
碑	1-89-07	第3水準	U+FA4B	0xFA4B
碔	2-82-42	第4水準	U+7894	0x7894
碝	2-82-44	第4水準	U+789D	0x789D
碞	2-82-45	第4水準	U+789E	0x789E
碟	2-82-46	第4水準	U+789F	0x789F
碤	2-82-43	第4水準	U+78A4	0x78A4
碭	1-89-10	第3水準	U+78AD	0x78AD
碰	1-89-08	第3水準	U+78B0	0x78B0
碻	2-82-47	第4水準	U+78BB	0x78BB
磈	2-82-48	第4水準	U+78C8	0x78C8
磌	2-82-49	第4水準	U+78CC	0x78CC
磎	2-82-50	第4水準	U+78CE	0x78CE
磕	2-82-51	第4水準	U+78D5	0x78D5
磠	2-82-52	第4水準	U+78E0	0x78E0
磡	2-82-53	第4水準	U+78E1	0x78E1
磤	1-89-11	第3水準	U+78E4	0x78E4
磦	2-82-54	第4水準	U+78E6	0x78E6
磲	1-89-12	第3水準	U+78F2	0x78F2
磷	1-89-14	第3水準	U+78F7	0x78F7
磹	2-82-55	第4水準	U+78F9	0x78F9
磺	2-82-56	第4水準	U+78FA	0x78FA
磻	2-82-57	第4水準	U+78FB	0x78FB
磾	2-82-58	第4水準	U+78FE	0x78FE
礀	1-89-13	第3水準	U+7900	0x7900
礐	2-82-60	第4水準	U+7910	0x7910
礛	2-82-61	第4水準	U+791B	0x791B
礜	1-89-15	第3水準	U+791C	0x791C
礥	2-82-63	第4水準	U+7925	0x7925
礮	1-89-16	第3水準	U+792E	0x792E
礱	1-89-17	第3水準	U+7931	0x7931
礴	1-89-18	第3水準	U+7934	0x7934
礻	2-82-64	第4水準	U+793B	0x793B
社	1-89-19	第3水準	U+FA4C	0xFA4C
祅	1-89-21	第3水準	U+7945	0x7945
祆	1-89-22	第3水準	U+7946	0x7946
祈	1-89-23	第3水準	U+FA4E	0xFA4E
祉	1-89-20	第3水準	U+FA4D	0xFA4D
祊	2-82-65	第4水準	U+794A	0x794A
祐	1-89-24	第3水準	U+FA4F	0xFA4F
祖	1-89-25	第3水準	U+FA50	0xFA50
祘	2-82-66	第4水準	U+7958	0x7958
祛	2-82-67	第4水準	U+795B	0x795B
祜	1-89-26	第3水準	U+795C	0x795C
祝	1-89-27	第3水準	U+FA51	0xFA51
祧	2-82-69	第4水準	U+7967	0x7967
祲	2-82-70	第4水準	U+7972	0x7972
祹	1-89-30	第3水準	U+7979	0x7979
禍	1-89-31	第3水準	U+FA52	0xFA52
禎	1-89-32	第3水準	U+FA53	0xFA53
禕	2-82-72	第4水準	U+7995	0x7995
禖	2-82-73	第4水準	U+7996	0x7996
禘	1-89-34	第3水準	U+7998	0x7998
禡	2-82-75	第4水準	U+79A1	0x79A1
禩	2-82-76	第4水準	U+79A9	0x79A9
禱	1-89-35	第3水準	U+79B1	0x79B1
禴	2-82-77	第4水準	U+79B4	0x79B4
禸	1-89-36	第3水準	U+79B8	0x79B8
离	2-82-78	第4水準	U+79BB	0x79BB
秂	2-82-79	第4水準	U+79C2	0x79C2
秇	2-82-80	第4水準	U+79C7	0x79C7
秈	1-89-37	第3水準	U+79C8	0x79C8
秊	1-89-38	第3水準	U+79CA	0x79CA
秌	2-82-81	第4水準	U+79CC	0x79CC
种	2-82-82	第4水準	U+79CD	0x79CD
秔	1-89-40	第3水準	U+79D4	0x79D4
秖	2-82-83	第4水準	U+79D6	0x79D6
秞	1-89-41	第3水準	U+79DE	0x79DE
秫	1-89-42	第3水準	U+79EB	0x79EB
秭	1-89-43	第3水準	U+79ED	0x79ED
稃	1-89-44	第3水準	U+7A03	0x7A03
稊	2-82-88	第4水準	U+7A0A	0x7A0A
稑	2-82-89	第4水準	U+7A11	0x7A11
稕	2-82-90	第4水準	U+7A15	0x7A15
稛	2-82-91	第4水準	U+7A1B	0x7A1B
稞	2-82-92	第4水準	U+7A1E	0x7A1E
稭	2-82-94	第4水準	U+7A2D	0x7A2D
稸	2-83-01	第4水準	U+7A38	0x7A38
稹	1-89-46	第3水準	U+7A39	0x7A39
穀	1-89-45	第3水準	U+FA54	0xFA54
穇	2-83-02	第4水準	U+7A47	0x7A47
穌	2-83-03	第4水準	U+7A4C	0x7A4C
穖	2-83-04	第4水準	U+7A56	0x7A56
穙	2-83-05	第4水準	U+7A59	0x7A59
穜	2-83-06	第4水準	U+7A5C	0x7A5C
穝	1-89-47	第3水準	U+7A5D	0x7A5D
穟	2-83-07	第4水準	U+7A5F	0x7A5F
穠	2-83-08	第4水準	U+7A60	0x7A60
穧	2-83-09	第4水準	U+7A67	0x7A67
穪	2-83-10	第4水準	U+7A6A	0x7A6A
穭	1-89-48	第3水準	U+7A6D	0x7A6D
穵	2-83-11	第4水準	U+7A75	0x7A75
穸	2-83-12	第4水準	U+7A78	0x7A78
突	1-89-49	第3水準	U+FA55	0xFA55
窂	2-83-13	第4水準	U+7A82	0x7A82
窅	1-89-50	第3水準	U+7A85	0x7A85
窊	2-83-14	第4水準	U+7A8A	0x7A8A
窐	2-83-15	第4水準	U+7A90	0x7A90
窠	1-89-51	第3水準	U+7AA0	0x7AA0
窣	2-83-16	第4水準	U+7AA3	0x7AA3
窬	2-83-17	第4水準	U+7AAC	0x7AAC
窳	1-89-53	第3水準	U+7AB3	0x7AB3
窹	2-83-20	第4水準	U+7AB9	0x7AB9
窻	1-89-54	第3水準	U+7ABB	0x7ABB
窼	2-83-21	第4水準	U+7ABC	0x7ABC
窾	2-83-22	第4水準	U+7ABE	0x7ABE
竌	2-83-24	第4水準	U+7ACC	0x7ACC
竎	1-89-55	第3水準	U+7ACE	0x7ACE
竨	2-83-27	第4水準	U+7AE8	0x7AE8
竴	2-83-28	第4水準	U+7AF4	0x7AF4
竽	1-89-57	第3水準	U+7AFD	0x7AFD
笇	2-83-31	第4水準	U+7B07	0x7B07
笒	1-89-58	第3水準	U+7B12	0x7B12
笧	2-83-34	第4水準	U+7B27	0x7B27
笪	2-83-35	第4水準	U+7B2A	0x7B2A
笭	1-89-59	第3水準	U+7B2D	0x7B2D
笮	2-83-36	第4水準	U+7B2E	0x7B2E
笯	2-83-37	第4水準	U+7B2F	0x7B2F
笱	2-83-38	第4水準	U+7B31	0x7B31
笻	1-89-60	第3水準	U+7B3B	0x7B3B
笽	2-83-33	第4水準	U+7B3D	0x7B3D
筁	2-83-42	第4水準	U+7B41	0x7B41
筇	1-89-61	第3水準	U+7B47	0x7B47
筎	1-89-62	第3水準	U+7B4E	0x7B4E
筕	2-83-44	第4水準	U+7B55	0x7B55
筠	1-89-63	第3水準	U+7B60	0x7B60
筤	2-83-46	第4水準	U+7B64	0x7B64
筦	2-83-47	第4水準	U+7B66	0x7B66
筩	2-83-48	第4水準	U+7B69	0x7B69
筭	1-89-64	第3水準	U+7B6D	0x7B6D
筯	1-89-65	第3水準	U+7B6F	0x7B6F
筲	1-89-66	第3水準	U+7B72	0x7B72
筳	2-83-49	第4水準	U+7B73	0x7B73
筹	2-83-45	第4水準	U+7B79	0x7B79
筿	2-83-41	第4水準	U+7B7F	0x7B7F
箐	2-83-52	第4水準	U+7B90	0x7B90
箑	2-83-53	第4水準	U+7B91	0x7B91
箛	2-83-54	第4水準	U+7B9B	0x7B9B
箯	2-83-56	第4水準	U+7BAF	0x7BAF
箵	2-83-57	第4水準	U+7BB5	0x7BB5
箼	2-83-58	第4水準	U+7BBC	0x7BBC
節	1-89-68	第3水準	U+FA56	0xFA56
篅	2-83-59	第4水準	U+7BC5	0x7BC5
篊	2-83-60	第4水準	U+7BCA	0x7BCA
篔	2-83-63	第4水準	U+7BD4	0x7BD4
篖	2-83-64	第4水準	U+7BD6	0x7BD6
篗	1-89-69	第3水準	U+7BD7	0x7BD7
篙	1-89-70	第3水準	U+7BD9	0x7BD9
篚	2-83-65	第4水準	U+7BDA	0x7BDA
篪	2-83-66	第4水準	U+7BEA	0x7BEA
篰	2-83-67	第4水準	U+7BF0	0x7BF0
簁	1-89-71	第3水準	U+7C01	0x7C01
簃	2-83-68	第4水準	U+7C03	0x7C03
簋	2-83-69	第4水準	U+7C0B	0x7C0B
簎	2-83-70	第4水準	U+7C0E	0x7C0E
簏	2-83-71	第4水準	U+7C0F	0x7C0F
簞	1-89-73	第3水準	U+7C1E	0x7C1E
簠	1-89-74	第3水準	U+7C20	0x7C20
簦	2-83-72	第4水準	U+7C26	0x7C26
簱	1-89-72	第3水準	U+7C31	0x7C31
簳	1-89-75	第3水準	U+7C33	0x7C33
簶	1-89-76	第3水準	U+7C36	0x7C36
籅	2-83-73	第4水準	U+7C45	0x7C45
籊	2-83-74	第4水準	U+7C4A	0x7C4A
籑	2-83-75	第4水準	U+7C51	0x7C51
籗	2-83-76	第4水準	U+7C57	0x7C57
籙	1-89-79	第3水準	U+7C59	0x7C59
籞	2-83-77	第4水準	U+7C5E	0x7C5E
籡	2-83-78	第4水準	U+7C61	0x7C61
籩	2-83-79	第4水準	U+7C69	0x7C69
籭	1-89-80	第3水準	U+7C6D	0x7C6D
籮	2-83-80	第4水準	U+7C6E	0x7C6E
籯	2-83-81	第4水準	U+7C6F	0x7C6F
籰	2-83-82	第4水準	U+7C70	0x7C70
籹	1-89-81	第3水準	U+7C79	0x7C79
粏	1-89-82	第3水準	U+7C8F	0x7C8F
粔	1-89-83	第3水準	U+7C94	0x7C94
粠	1-89-84	第3水準	U+7CA0	0x7CA0
粦	2-83-86	第4水準	U+7CA6	0x7CA6
粶	2-83-88	第4水準	U+7CB6	0x7CB6
粷	2-83-89	第4水準	U+7CB7	0x7CB7
粼	1-89-85	第3水準	U+7CBC	0x7CBC
粿	2-83-90	第4水準	U+7CBF	0x7CBF
糄	2-83-92	第4水準	U+7CC4	0x7CC4
糈	2-83-94	第4水準	U+7CC8	0x7CC8
糍	2-84-01	第4水準	U+7CCD	0x7CCD
糕	1-89-86	第3水準	U+7CD5	0x7CD5
糗	2-84-03	第4水準	U+7CD7	0x7CD7
糙	1-89-87	第3水準	U+7CD9	0x7CD9
糝	1-89-88	第3水準	U+7CDD	0x7CDD
糦	2-84-05	第4水準	U+7CE6	0x7CE6
糫	2-84-06	第4水準	U+7CEB	0x7CEB
糵	2-84-08	第4水準	U+7CF5	0x7CF5
紃	2-84-09	第4水準	U+7D03	0x7D03
紇	1-89-89	第3水準	U+7D07	0x7D07
紈	1-89-90	第3水準	U+7D08	0x7D08
紉	2-84-10	第4水準	U+7D09	0x7D09
紒	2-84-12	第4水準	U+7D12	0x7D12
紓	1-89-91	第3水準	U+7D13	0x7D13
紝	1-89-92	第3水準	U+7D1D	0x7D1D
紞	2-84-13	第4水準	U+7D1E	0x7D1E
紣	1-89-93	第3水準	U+7D23	0x7D23
紱	1-89-94	第3水準	U+7D31	0x7D31
紽	2-84-16	第4水準	U+7D3D	0x7D3D
紾	2-84-17	第4水準	U+7D3E	0x7D3E
絀	2-84-18	第4水準	U+7D40	0x7D40
絁	1-90-01	第3水準	U+7D41	0x7D41
絇	2-84-19	第4水準	U+7D47	0x7D47
絓	1-90-03	第3水準	U+7D53	0x7D53
絙	2-84-23	第4水準	U+7D59	0x7D59
絚	2-84-24	第4水準	U+7D5A	0x7D5A
絪	2-84-25	第4水準	U+7D6A	0x7D6A
絰	2-84-26	第4水準	U+7D70	0x7D70
絺	1-90-05	第3水準	U+7D7A	0x7D7A
絿	2-84-28	第4水準	U+7D7F	0x7D7F
綃	1-90-06	第3水準	U+7D83	0x7D83
綆	2-84-30	第4水準	U+7D86	0x7D86
綈	2-84-31	第4水準	U+7D88	0x7D88
綋	1-90-07	第3水準	U+7D8B	0x7D8B
綌	2-84-32	第4水準	U+7D8C	0x7D8C
綗	2-84-33	第4水準	U+7D97	0x7D97
綝	2-84-35	第4水準	U+7D9D	0x7D9D
綦	1-90-09	第3水準	U+7DA6	0x7DA6
綧	2-84-36	第4水準	U+7DA7	0x7DA7
綪	2-84-37	第4水準	U+7DAA	0x7DAA
綶	2-84-38	第4水準	U+7DB6	0x7DB6
緀	2-84-40	第4水準	U+7DC0	0x7DC0
緂	1-90-10	第3水準	U+7DC2	0x7DC2
緌	1-90-11	第3水準	U+7DCC	0x7DCC
緗	2-84-41	第4水準	U+7DD7	0x7DD7
緙	2-84-42	第4水準	U+7DD9	0x7DD9
緣	1-90-13	第3水準	U+7DE3	0x7DE3
緦	2-84-43	第4水準	U+7DE6	0x7DE6
緱	2-84-44	第4水準	U+7DF1	0x7DF1
練	1-90-14	第3水準	U+FA57	0xFA57
緹	2-84-45	第4水準	U+7DF9	0x7DF9
縈	1-90-16	第3水準	U+7E08	0x7E08
縉	2-84-48	第4水準	U+FA58	0xFA58
縐	2-84-49	第4水準	U+7E10	0x7E10
縑	1-90-17	第3水準	U+7E11	0x7E11
縕	1-90-18	第3水準	U+7E15	0x7E15
縗	2-84-50	第4水準	U+7E17	0x7E17
縝	2-84-51	第4水準	U+7E1D	0x7E1D
縠	2-84-52	第4水準	U+7E20	0x7E20
縧	2-84-53	第4水準	U+7E27	0x7E27
縨	1-90-15	第3水準	U+7E28	0x7E28
縬	2-84-54	第4水準	U+7E2C	0x7E2C
繁	1-90-19	第3水準	U+FA59	0xFA59
繅	2-84-55	第4水準	U+7E45	0x7E45
繇	1-90-20	第3水準	U+7E47	0x7E47
繡	1-90-22	第3水準	U+7E61	0x7E61
繫	1-94-94	第3水準	U+7E6B	0x7E6B
繳	2-84-56	第4水準	U+7E73	0x7E73
繵	2-84-57	第4水準	U+7E75	0x7E75
繾	2-84-58	第4水準	U+7E7E	0x7E7E
纆	2-84-59	第4水準	U+7E86	0x7E86
纇	2-84-60	第4水準	U+7E87	0x7E87
纍	1-90-24	第3水準	U+7E8D	0x7E8D
纑	2-84-62	第4水準	U+7E91	0x7E91
纘	2-84-63	第4水準	U+7E98	0x7E98
纚	2-84-64	第4水準	U+7E9A	0x7E9A
缻	2-84-67	第4水準	U+7F3B	0x7F3B
缼	2-84-66	第4水準	U+7F3C	0x7F3C
缾	2-84-68	第4水準	U+7F3E	0x7F3E
罃	2-84-69	第4水準	U+7F43	0x7F43
罄	2-84-70	第4水準	U+7F44	0x7F44
罏	2-84-71	第4水準	U+7F4F	0x7F4F
